id_nilai,id_krs,nilai_angka,nilai_huruf,bobot_nilai,ip_semester,ipk_kumulatif,tgl_input
22928,22928,56.36,C,2.0,2.0,2.84,2026-05-26
22929,22929,68.59,B-,2.7,2.42,2.83,2026-05-26
22930,22930,78.88,B+,3.3,2.75,2.86,2026-05-26
22931,22931,63.17,C+,2.3,2.63,2.83,2026-05-26
22932,22932,22.73,E,0.0,2.22,2.75,2026-05-26
22933,22933,82.12,A-,3.7,2.69,2.83,2026-05-26
22934,22934,70.93,B,3.0,2.73,2.83,2026-05-26
22935,22935,70.02,B,3.0,3.0,2.84,2026-05-26
22936,22936,47.91,D,1.0,1.67,2.71,2026-05-26
22937,22937,62.25,C+,2.3,1.82,2.7,2026-05-26
22938,22938,58.35,C,2.0,1.86,2.67,2026-05-26
22939,22939,68.97,B-,2.7,2.0,2.67,2026-05-26
22940,22940,60.55,C+,2.3,2.03,2.67,2026-05-26
22941,22941,61.86,C+,2.3,2.3,2.65,2026-05-26
22942,22942,71.29,B,3.0,2.53,2.66,2026-05-26
22943,22943,38.05,E,0.0,1.9,2.58,2026-05-26
22944,22944,48.24,D,1.0,1.72,2.54,2026-05-26
22945,22945,63.06,C+,2.3,1.82,2.53,2026-05-26
22946,22946,57.74,C,2.0,1.84,2.52,2026-05-26
22947,22947,78.11,B+,3.3,2.02,2.54,2026-05-26
22948,22948,78.32,B+,3.3,3.3,2.56,2026-05-26
22949,22949,71.0,B,3.0,3.15,2.57,2026-05-26
22950,22950,78.16,B+,3.3,3.2,2.59,2026-05-26
22951,22951,76.43,B+,3.3,3.22,2.6,2026-05-26
22952,22952,75.74,B+,3.3,3.25,2.63,2026-05-26
22953,22953,75.56,B+,3.3,3.3,3.3,2026-05-26
22954,22954,78.79,B+,3.3,3.3,3.3,2026-05-26
22955,22955,50.32,D,1.0,2.53,2.53,2026-05-26
22956,22956,75.53,B+,3.3,2.72,2.72,2026-05-26
22957,22957,70.53,B,3.0,2.78,2.78,2026-05-26
22958,22958,81.35,A-,3.7,2.93,2.93,2026-05-26
22959,22959,70.61,B,3.0,3.0,2.94,2026-05-26
22960,22960,71.57,B,3.0,3.0,2.95,2026-05-26
22961,22961,63.57,C+,2.3,2.8,2.9,2026-05-26
22962,22962,81.23,A-,3.7,3.07,2.98,2026-05-26
22963,22963,67.34,B-,2.7,2.98,2.95,2026-05-26
22964,22964,77.46,B+,3.3,3.3,2.99,2026-05-26
22965,22965,68.72,B-,2.7,2.96,2.96,2026-05-26
22966,22966,38.34,E,0.0,2.07,2.74,2026-05-26
22967,22967,90.45,A,4.0,2.52,2.82,2026-05-26
22968,22968,70.9,B,3.0,2.61,2.84,2026-05-26
22969,22969,83.55,A-,3.7,2.78,2.89,2026-05-26
22970,22970,68.15,B-,2.7,2.7,2.88,2026-05-26
22971,22971,62.05,C+,2.3,2.5,2.86,2026-05-26
22972,22972,76.91,B+,3.3,2.84,2.88,2026-05-26
22973,22973,65.82,B-,2.7,2.8,2.87,2026-05-26
22974,22974,55.09,C,2.0,2.62,2.83,2026-05-26
22975,22975,71.65,B,3.0,3.0,3.0,2026-05-26
22976,22976,78.8,B+,3.3,3.15,3.15,2026-05-26
22977,22977,75.59,B+,3.3,3.2,3.2,2026-05-26
22978,22978,81.7,A-,3.7,3.32,3.32,2026-05-26
22979,22979,83.5,A-,3.7,3.4,3.4,2026-05-26
22980,22980,80.18,A-,3.7,3.7,3.45,2026-05-26
22981,22981,82.87,A-,3.7,3.7,3.49,2026-05-26
22982,22982,63.31,C+,2.3,3.23,3.34,2026-05-26
22983,22983,0.03,E,0.0,2.43,2.97,2026-05-26
22984,22984,75.42,B+,3.3,2.6,3.0,2026-05-26
22985,22985,70.21,B,3.0,2.67,3.0,2026-05-26
22986,22986,91.58,A,4.0,4.0,3.08,2026-05-26
22987,22987,75.44,B+,3.3,3.65,3.1,2026-05-26
22988,22988,82.22,A-,3.7,3.67,3.14,2026-05-26
22989,22989,73.1,B,3.0,3.5,3.13,2026-05-26
22990,22990,82.41,A-,3.7,3.54,3.17,2026-05-26
22991,22991,71.0,B,3.0,3.43,3.16,2026-05-26
22992,22992,81.15,A-,3.7,3.7,3.19,2026-05-26
22993,22993,76.8,B+,3.3,3.5,3.19,2026-05-26
22994,22994,83.85,A-,3.7,3.57,3.22,2026-05-26
22995,22995,72.39,B,3.0,3.43,3.21,2026-05-26
22996,22996,70.23,B,3.0,3.32,3.19,2026-05-26
22997,22997,86.79,A,4.0,4.0,3.23,2026-05-26
22998,22998,65.03,B-,2.7,3.35,3.21,2026-05-26
22999,22999,63.71,C+,2.3,2.93,3.16,2026-05-26
23000,23000,68.79,B-,2.7,2.88,3.14,2026-05-26
23001,23001,81.76,A-,3.7,3.03,3.16,2026-05-26
23002,23002,70.84,B,3.0,3.03,3.16,2026-05-26
23003,23003,80.91,A-,3.7,3.7,3.18,2026-05-26
23004,23004,70.94,B,3.0,3.35,3.17,2026-05-26
23005,23005,71.6,B,3.0,3.23,3.16,2026-05-26
23006,23006,95.8,A,4.0,3.43,3.19,2026-05-26
23007,23007,75.83,B+,3.3,3.4,3.19,2026-05-26
23008,23008,71.44,B,3.0,3.0,3.19,2026-05-26
23009,23009,83.52,A-,3.7,3.35,3.2,2026-05-26
23010,23010,77.67,B+,3.3,3.33,3.2,2026-05-26
23011,23011,49.3,D,1.0,2.75,3.15,2026-05-26
23012,23012,47.76,D,1.0,2.4,3.09,2026-05-26
23013,23013,78.4,B+,3.3,2.55,3.1,2026-05-26
23014,23014,99.51,A,4.0,2.81,3.13,2026-05-26
23015,23015,77.27,B+,3.3,3.3,3.13,2026-05-26
23016,23016,78.95,B+,3.3,3.3,3.13,2026-05-26
23017,23017,97.57,A,4.0,3.58,3.16,2026-05-26
23018,23018,83.49,A-,3.7,3.61,3.17,2026-05-26
23019,23019,91.87,A,4.0,3.68,3.19,2026-05-26
23020,23020,75.69,B+,3.3,3.62,3.19,2026-05-26
23021,23021,95.91,A,4.0,3.67,3.21,2026-05-26
23022,23022,82.52,A-,3.7,3.7,3.22,2026-05-26
23023,23023,72.65,B,3.0,3.3,3.21,2026-05-26
23024,23024,68.23,B-,2.7,3.12,3.2,2026-05-26
23025,23025,67.6,B-,2.7,3.02,3.19,2026-05-26
23026,23026,71.42,B,3.0,3.02,3.19,2026-05-26
23027,23027,78.61,B+,3.3,3.06,3.19,2026-05-26
23028,23028,65.89,B-,2.7,2.7,2.7,2026-05-26
23029,23029,75.66,B+,3.3,3.0,3.0,2026-05-26
23030,23030,58.06,C,2.0,2.67,2.67,2026-05-26
23031,23031,81.88,A-,3.7,2.85,2.85,2026-05-26
23032,23032,92.72,A,4.0,3.1,3.1,2026-05-26
23033,23033,71.21,B,3.0,3.0,3.08,2026-05-26
23034,23034,66.43,B-,2.7,2.88,3.04,2026-05-26
23035,23035,72.83,B,3.0,2.92,3.04,2026-05-26
23036,23036,49.14,D,1.0,2.4,2.79,2026-05-26
23037,23037,93.35,A,4.0,2.74,2.92,2026-05-26
23038,23038,61.39,C+,2.3,2.66,2.86,2026-05-26
23039,23039,65.56,B-,2.7,2.67,2.85,2026-05-26
23040,23040,78.36,B+,3.3,3.3,2.88,2026-05-26
23041,23041,78.64,B+,3.3,3.3,2.92,2026-05-26
23042,23042,72.63,B,3.0,3.22,2.92,2026-05-26
23043,23043,60.23,C+,2.3,2.97,2.88,2026-05-26
23044,23044,17.63,E,0.0,2.34,2.7,2026-05-26
23045,23045,72.47,B,3.0,2.45,2.72,2026-05-26
23046,23046,56.06,C,2.0,2.0,2.69,2026-05-26
23047,23047,48.54,D,1.0,1.4,2.6,2026-05-26
23048,23048,56.54,C,2.0,1.57,2.58,2026-05-26
23049,23049,82.51,A-,3.7,2.21,2.63,2026-05-26
23050,23050,80.2,A-,3.7,2.55,2.68,2026-05-26
23051,23051,82.39,A-,3.7,2.77,2.73,2026-05-26
23052,23052,46.09,D,1.0,2.49,2.65,2026-05-26
23053,23053,82.96,A-,3.7,3.7,2.68,2026-05-26
23054,23054,76.53,B+,3.3,3.46,2.71,2026-05-26
23055,23055,57.45,C,2.0,2.91,2.68,2026-05-26
23056,23056,81.83,A-,3.7,3.13,2.72,2026-05-26
23057,23057,82.78,A-,3.7,3.22,2.74,2026-05-26
23058,23058,98.96,A,4.0,3.36,2.79,2026-05-26
23059,23059,73.98,B,3.0,3.0,2.79,2026-05-26
23060,23060,52.68,D,1.0,2.2,2.75,2026-05-26
23061,23061,83.43,A-,3.7,2.76,2.78,2026-05-26
23062,23062,62.67,C+,2.3,2.64,2.77,2026-05-26
23063,23063,70.44,B,3.0,2.71,2.78,2026-05-26
23064,23064,97.02,A,4.0,4.0,2.81,2026-05-26
23065,23065,60.53,C+,2.3,3.15,2.8,2026-05-26
23066,23066,70.37,B,3.0,3.1,2.8,2026-05-26
23067,23067,70.79,B,3.0,3.07,2.81,2026-05-26
23068,23068,82.44,A-,3.7,3.2,2.83,2026-05-26
23069,23069,75.04,B+,3.3,3.3,2.84,2026-05-26
23070,23070,78.25,B+,3.3,3.3,2.85,2026-05-26
23071,23071,50.69,D,1.0,2.05,2.76,2026-05-26
23072,23072,65.13,B-,2.7,2.19,2.76,2026-05-26
23073,23073,77.82,B+,3.3,2.38,2.77,2026-05-26
23074,23074,94.62,A,4.0,2.62,2.8,2026-05-26
23075,23075,67.98,B-,2.7,2.63,2.8,2026-05-26
23076,23076,77.98,B+,3.3,3.3,2.81,2026-05-26
23077,23077,67.1,B-,2.7,3.0,2.81,2026-05-26
23078,23078,71.58,B,3.0,3.0,2.81,2026-05-26
23079,23079,78.68,B+,3.3,3.07,2.82,2026-05-26
23080,23080,73.87,B,3.0,3.06,2.82,2026-05-26
23081,23081,80.85,A-,3.7,3.18,2.84,2026-05-26
23082,23082,80.07,A-,3.7,3.7,3.7,2026-05-26
23083,23083,55.27,C,2.0,2.85,2.85,2026-05-26
23084,23084,77.94,B+,3.3,3.0,3.0,2026-05-26
23085,23085,65.74,B-,2.7,2.95,2.95,2026-05-26
23086,23086,75.93,B+,3.3,3.0,3.0,2026-05-26
23087,23087,73.97,B,3.0,3.0,3.0,2026-05-26
23088,23088,71.17,B,3.0,3.0,3.0,2026-05-26
23089,23089,87.23,A,4.0,4.0,3.1,2026-05-26
23090,23090,83.09,A-,3.7,3.82,3.18,2026-05-26
23091,23091,87.78,A,4.0,3.89,3.27,2026-05-26
23092,23092,73.94,B,3.0,3.65,3.24,2026-05-26
23093,23093,82.3,A-,3.7,3.66,3.29,2026-05-26
23094,23094,67.11,B-,2.7,3.54,3.25,2026-05-26
23095,23095,60.55,C+,2.3,2.3,2.3,2026-05-26
23096,23096,66.08,B-,2.7,2.5,2.5,2026-05-26
23097,23097,50.88,D,1.0,2.0,2.0,2026-05-26
23098,23098,8.11,E,0.0,1.5,1.5,2026-05-26
23099,23099,66.58,B-,2.7,1.74,1.74,2026-05-26
23100,23100,75.24,B+,3.3,3.3,2.0,2026-05-26
23101,23101,10.82,E,0.0,1.65,1.71,2026-05-26
23102,23102,77.93,B+,3.3,2.2,1.91,2026-05-26
23103,23103,76.25,B+,3.3,2.47,2.07,2026-05-26
23104,23104,67.79,B-,2.7,2.52,2.13,2026-05-26
23105,23105,58.75,C,2.0,2.43,2.12,2026-05-26
23106,23106,73.92,B,3.0,2.51,2.19,2026-05-26
23107,23107,71.93,B,3.0,3.0,3.0,2026-05-26
23108,23108,60.8,C+,2.3,2.72,2.72,2026-05-26
23109,23109,73.86,B,3.0,2.83,2.83,2026-05-26
23110,23110,45.09,D,1.0,2.33,2.33,2026-05-26
23111,23111,73.83,B,3.0,2.47,2.47,2026-05-26
23112,23112,66.59,B-,2.7,2.51,2.51,2026-05-26
23113,23113,82.02,A-,3.7,2.69,2.69,2026-05-26
23114,23114,83.32,A-,3.7,3.7,2.82,2026-05-26
23115,23115,73.08,B,3.0,3.35,2.84,2026-05-26
23116,23116,83.34,A-,3.7,3.44,2.9,2026-05-26
23117,23117,67.43,B-,2.7,3.19,2.88,2026-05-26
23118,23118,51.11,D,1.0,2.75,2.72,2026-05-26
23119,23119,71.55,B,3.0,2.79,2.74,2026-05-26
23120,23120,82.28,A-,3.7,2.89,2.79,2026-05-26
23121,23121,81.48,A-,3.7,3.7,2.85,2026-05-26
23122,23122,77.51,B+,3.3,3.5,2.88,2026-05-26
23123,23123,71.89,B,3.0,3.33,2.89,2026-05-26
23124,23124,57.97,C,2.0,3.0,2.84,2026-05-26
23125,23125,45.82,D,1.0,2.71,2.77,2026-05-26
23126,23126,72.41,B,3.0,2.76,2.78,2026-05-26
23127,23127,89.13,A,4.0,4.0,2.84,2026-05-26
23128,23128,55.42,C,2.0,3.0,2.8,2026-05-26
23129,23129,81.13,A-,3.7,3.23,2.84,2026-05-26
23130,23130,73.72,B,3.0,3.18,2.85,2026-05-26
23131,23131,82.91,A-,3.7,3.25,2.87,2026-05-26
23132,23132,58.68,C,2.0,3.03,2.84,2026-05-26
23133,23133,66.68,B-,2.7,2.98,2.83,2026-05-26
23134,23134,97.44,A,4.0,4.0,4.0,2026-05-26
23135,23135,57.13,C,2.0,3.2,3.2,2026-05-26
23136,23136,48.04,D,1.0,2.38,2.38,2026-05-26
23137,23137,77.1,B+,3.3,2.63,2.63,2026-05-26
23138,23138,66.54,B-,2.7,2.64,2.64,2026-05-26
23139,23139,67.41,B-,2.7,2.65,2.65,2026-05-26
23140,23140,80.56,A-,3.7,2.76,2.76,2026-05-26
23141,23141,82.6,A-,3.7,3.7,2.89,2026-05-26
23142,23142,81.8,A-,3.7,3.7,2.96,2026-05-26
23143,23143,55.9,C,2.0,3.06,2.85,2026-05-26
23144,23144,70.42,B,3.0,3.05,2.86,2026-05-26
23145,23145,78.03,B+,3.3,3.11,2.9,2026-05-26
23146,23146,81.52,A-,3.7,3.19,2.95,2026-05-26
23147,23147,73.48,B,3.0,3.0,2.95,2026-05-26
23148,23148,71.83,B,3.0,3.0,2.96,2026-05-26
23149,23149,95.33,A,4.0,3.38,3.03,2026-05-26
23150,23150,56.4,C,2.0,3.0,2.96,2026-05-26
23151,23151,67.46,B-,2.7,2.95,2.95,2026-05-26
23152,23152,81.1,A-,3.7,3.7,3.0,2026-05-26
23153,23153,58.73,C,2.0,2.85,2.94,2026-05-26
23154,23154,80.08,A-,3.7,3.06,2.97,2026-05-26
23155,23155,81.9,A-,3.7,3.24,3.01,2026-05-26
23156,23156,80.76,A-,3.7,3.31,3.03,2026-05-26
23157,23157,73.46,B,3.0,3.0,3.03,2026-05-26
23158,23158,75.24,B+,3.3,3.18,3.04,2026-05-26
23159,23159,61.73,C+,2.3,2.85,3.01,2026-05-26
23160,23160,60.06,C+,2.3,2.7,2.98,2026-05-26
23161,23161,89.5,A,4.0,2.98,3.02,2026-05-26
23162,23162,5.06,E,0.0,2.45,2.9,2026-05-26
23163,23163,89.18,A,4.0,2.62,2.93,2026-05-26
23164,23164,72.49,B,3.0,3.0,3.0,2026-05-26
23165,23165,68.88,B-,2.7,2.82,2.82,2026-05-26
23166,23166,0.65,E,0.0,1.76,1.76,2026-05-26
23167,23167,72.99,B,3.0,2.1,2.1,2026-05-26
23168,23168,76.69,B+,3.3,2.52,2.52,2026-05-26
23169,23169,61.06,C+,2.3,2.49,2.49,2026-05-26
23170,23170,66.16,B-,2.7,2.52,2.52,2026-05-26
23171,23171,72.48,B,3.0,3.0,2.56,2026-05-26
23172,23172,68.84,B-,2.7,2.82,2.57,2026-05-26
23173,23173,80.15,A-,3.7,3.15,2.68,2026-05-26
23174,23174,68.27,B-,2.7,3.06,2.68,2026-05-26
23175,23175,80.56,A-,3.7,3.21,2.77,2026-05-26
23176,23176,90.63,A,4.0,3.36,2.86,2026-05-26
23177,23177,46.44,D,1.0,1.0,2.73,2026-05-26
23178,23178,72.09,B,3.0,2.0,2.75,2026-05-26
23179,23179,58.69,C,2.0,2.0,2.7,2026-05-26
23180,23180,75.74,B+,3.3,2.32,2.74,2026-05-26
23181,23181,78.41,B+,3.3,2.46,2.76,2026-05-26
23182,23182,52.58,D,1.0,2.21,2.66,2026-05-26
23183,23183,70.21,B,3.0,2.41,2.7,2026-05-26
23184,23184,77.17,B+,3.3,3.3,3.3,2026-05-26
23185,23185,71.14,B,3.0,3.15,3.15,2026-05-26
23186,23186,73.78,B,3.0,3.1,3.1,2026-05-26
23187,23187,72.07,B,3.0,3.07,3.07,2026-05-26
23188,23188,76.15,B+,3.3,3.11,3.11,2026-05-26
23189,23189,81.56,A-,3.7,3.21,3.21,2026-05-26
23190,23190,82.27,A-,3.7,3.7,3.29,2026-05-26
23191,23191,72.47,B,3.0,3.35,3.25,2026-05-26
23192,23192,77.89,B+,3.3,3.33,3.25,2026-05-26
23193,23193,63.34,C+,2.3,3.15,3.19,2026-05-26
23194,23194,81.57,A-,3.7,3.29,3.25,2026-05-26
23195,23195,73.3,B,3.0,3.24,3.23,2026-05-26
23196,23196,67.28,B-,2.7,2.7,2.7,2026-05-26
23197,23197,48.5,D,1.0,2.02,2.02,2026-05-26
23198,23198,92.84,A,4.0,2.76,2.76,2026-05-26
23199,23199,76.27,B+,3.3,2.87,2.87,2026-05-26
23200,23200,70.39,B,3.0,2.9,2.9,2026-05-26
23201,23201,68.88,B-,2.7,2.84,2.84,2026-05-26
23202,23202,70.98,B,3.0,2.86,2.86,2026-05-26
23203,23203,66.39,B-,2.7,2.7,2.84,2026-05-26
23204,23204,68.67,B-,2.7,2.7,2.83,2026-05-26
23205,23205,26.41,E,0.0,1.93,2.63,2026-05-26
23206,23206,62.14,C+,2.3,2.04,2.6,2026-05-26
23207,23207,68.72,B-,2.7,2.19,2.61,2026-05-26
23208,23208,66.29,B-,2.7,2.7,2.62,2026-05-26
23209,23209,55.18,C,2.0,2.35,2.57,2026-05-26
23210,23210,12.48,E,0.0,1.57,2.4,2026-05-26
23211,23211,55.87,C,2.0,1.68,2.37,2026-05-26
23212,23212,78.93,B+,3.3,1.91,2.41,2026-05-26
23213,23213,72.69,B,3.0,2.1,2.44,2026-05-26
23214,23214,99.25,A,4.0,4.0,2.53,2026-05-26
23215,23215,63.79,C+,2.3,3.15,2.52,2026-05-26
23216,23216,71.39,B,3.0,3.07,2.56,2026-05-26
23217,23217,83.95,A-,3.7,3.2,2.61,2026-05-26
23218,23218,99.02,A,4.0,3.33,2.67,2026-05-26
23219,23219,94.62,A,4.0,3.4,2.71,2026-05-26
23220,23220,76.23,B+,3.3,3.39,2.73,2026-05-26
23221,23221,61.26,C+,2.3,2.3,2.3,2026-05-26
23222,23222,94.54,A,4.0,3.15,3.15,2026-05-26
23223,23223,75.8,B+,3.3,3.2,3.2,2026-05-26
23224,23224,83.58,A-,3.7,3.32,3.32,2026-05-26
23225,23225,76.91,B+,3.3,3.32,3.32,2026-05-26
23226,23226,62.53,C+,2.3,3.17,3.17,2026-05-26
23227,23227,67.73,B-,2.7,3.11,3.11,2026-05-26
23228,23228,49.86,D,1.0,1.0,2.88,2026-05-26
23229,23229,60.84,C+,2.3,1.65,2.82,2026-05-26
23230,23230,51.74,D,1.0,1.43,2.65,2026-05-26
23231,23231,75.4,B+,3.3,1.9,2.71,2026-05-26
23232,23232,73.85,B,3.0,2.27,2.75,2026-05-26
23233,23233,93.54,A,4.0,2.51,2.83,2026-05-26
23234,23234,62.37,C+,2.3,2.3,2.8,2026-05-26
23235,23235,77.0,B+,3.3,2.97,2.86,2026-05-26
23236,23236,61.71,C+,2.3,2.8,2.83,2026-05-26
23237,23237,50.7,D,1.0,2.44,2.73,2026-05-26
23238,23238,62.55,C+,2.3,2.42,2.71,2026-05-26
23239,23239,80.44,A-,3.7,2.6,2.76,2026-05-26
23240,23240,83.54,A-,3.7,2.74,2.8,2026-05-26
23241,23241,72.24,B,3.0,3.0,2.81,2026-05-26
23242,23242,72.81,B,3.0,3.0,2.82,2026-05-26
23243,23243,96.23,A,4.0,3.25,2.85,2026-05-26
23244,23244,75.93,B+,3.3,3.26,2.86,2026-05-26
23245,23245,47.2,D,1.0,2.78,2.8,2026-05-26
23246,23246,61.38,C+,2.3,2.69,2.78,2026-05-26
23247,23247,92.22,A,4.0,4.0,2.82,2026-05-26
23248,23248,82.15,A-,3.7,3.85,2.85,2026-05-26
23249,23249,73.7,B,3.0,3.64,2.85,2026-05-26
23250,23250,80.71,A-,3.7,3.65,2.88,2026-05-26
23251,23251,67.28,B-,2.7,3.45,2.87,2026-05-26
23252,23252,66.96,B-,2.7,3.32,2.87,2026-05-26
23253,23253,78.64,B+,3.3,3.3,2.88,2026-05-26
23254,23254,76.12,B+,3.3,3.3,2.89,2026-05-26
23255,23255,58.51,C,2.0,2.87,2.87,2026-05-26
23256,23256,80.88,A-,3.7,3.07,2.89,2026-05-26
23257,23257,65.87,B-,2.7,3.0,2.88,2026-05-26
23258,23258,73.38,B,3.0,3.0,2.89,2026-05-26
23259,23259,83.13,A-,3.7,3.1,2.91,2026-05-26
23260,23260,61.12,C+,2.3,2.3,2.3,2026-05-26
23261,23261,76.03,B+,3.3,3.05,3.05,2026-05-26
23262,23262,77.48,B+,3.3,3.12,3.12,2026-05-26
23263,23263,80.81,A-,3.7,3.24,3.24,2026-05-26
23264,23264,75.25,B+,3.3,3.25,3.25,2026-05-26
23265,23265,99.85,A,4.0,4.0,3.36,2026-05-26
23266,23266,71.68,B,3.0,3.5,3.32,2026-05-26
23267,23267,68.02,B-,2.7,3.23,3.25,2026-05-26
23268,23268,71.35,B,3.0,3.18,3.22,2026-05-26
23269,23269,65.2,B-,2.7,3.08,3.17,2026-05-26
23270,23270,45.3,D,1.0,1.0,2.99,2026-05-26
23271,23271,53.96,D,1.0,1.0,2.83,2026-05-26
23272,23272,89.83,A,4.0,2.0,2.91,2026-05-26
23273,23273,55.96,C,2.0,2.0,2.85,2026-05-26
23274,23274,56.72,C,2.0,2.0,2.8,2026-05-26
23275,23275,72.05,B,3.0,2.17,2.81,2026-05-26
23276,23276,66.27,B-,2.7,2.7,2.8,2026-05-26
23277,23277,65.8,B-,2.7,2.7,2.8,2026-05-26
23278,23278,62.13,C+,2.3,2.55,2.77,2026-05-26
23279,23279,88.91,A,4.0,2.95,2.83,2026-05-26
23280,23280,78.46,B+,3.3,3.07,2.88,2026-05-26
23281,23281,82.0,A-,3.7,3.7,2.91,2026-05-26
23282,23282,77.66,B+,3.3,3.5,2.93,2026-05-26
23283,23283,58.11,C,2.0,3.0,2.89,2026-05-26
23284,23284,50.47,D,1.0,2.5,2.82,2026-05-26
23285,23285,78.3,B+,3.3,2.61,2.83,2026-05-26
23286,23286,57.04,C,2.0,2.51,2.8,2026-05-26
23287,23287,73.43,B,3.0,2.58,2.81,2026-05-26
23288,23288,65.44,B-,2.7,2.7,2.7,2026-05-26
23289,23289,95.42,A,4.0,3.35,3.35,2026-05-26
23290,23290,94.45,A,4.0,3.57,3.57,2026-05-26
23291,23291,65.16,B-,2.7,3.35,3.35,2026-05-26
23292,23292,78.03,B+,3.3,3.34,3.34,2026-05-26
23293,23293,47.48,D,1.0,2.95,2.95,2026-05-26
23294,23294,77.94,B+,3.3,3.3,3.0,2026-05-26
23295,23295,66.14,B-,2.7,2.96,2.95,2026-05-26
23296,23296,61.2,C+,2.3,2.76,2.88,2026-05-26
23297,23297,83.59,A-,3.7,2.98,2.96,2026-05-26
23298,23298,77.97,B+,3.3,3.04,2.99,2026-05-26
23299,23299,78.71,B+,3.3,3.3,3.3,2026-05-26
23300,23300,97.99,A,4.0,3.72,3.72,2026-05-26
23301,23301,82.14,A-,3.7,3.71,3.71,2026-05-26
23302,23302,63.87,C+,2.3,3.43,3.43,2026-05-26
23303,23303,80.63,A-,3.7,3.49,3.49,2026-05-26
23304,23304,85.18,A,4.0,3.59,3.59,2026-05-26
23305,23305,76.62,B+,3.3,3.54,3.54,2026-05-26
23306,23306,82.38,A-,3.7,3.7,3.56,2026-05-26
23307,23307,80.6,A-,3.7,3.7,3.58,2026-05-26
23308,23308,91.31,A,4.0,3.81,3.62,2026-05-26
23309,23309,76.09,B+,3.3,3.71,3.6,2026-05-26
23310,23310,67.46,B-,2.7,3.48,3.52,2026-05-26
23311,23311,61.76,C+,2.3,2.3,3.41,2026-05-26
23312,23312,72.85,B,3.0,2.65,3.38,2026-05-26
23313,23313,77.78,B+,3.3,2.87,3.37,2026-05-26
23314,23314,70.33,B,3.0,2.9,3.35,2026-05-26
23315,23315,76.69,B+,3.3,2.98,3.34,2026-05-26
23316,23316,78.37,B+,3.3,3.3,3.34,2026-05-26
23317,23317,67.65,B-,2.7,2.9,3.27,2026-05-26
23318,23318,76.83,B+,3.3,3.0,3.27,2026-05-26
23319,23319,73.28,B,3.0,3.0,3.26,2026-05-26
23320,23320,60.65,C+,2.3,2.92,3.23,2026-05-26
23321,23321,81.31,A-,3.7,3.04,3.25,2026-05-26
23322,23322,75.63,B+,3.3,3.3,3.25,2026-05-26
23323,23323,49.6,D,1.0,2.38,3.19,2026-05-26
23324,23324,90.53,A,4.0,2.99,3.22,2026-05-26
23325,23325,66.33,B-,2.7,2.91,3.2,2026-05-26
23326,23326,6.94,E,0.0,2.46,3.12,2026-05-26
23327,23327,90.14,A,4.0,2.75,3.16,2026-05-26
23328,23328,66.15,B-,2.7,2.7,2.7,2026-05-26
23329,23329,71.37,B,3.0,2.85,2.85,2026-05-26
23330,23330,75.61,B+,3.3,3.0,3.0,2026-05-26
23331,23331,78.96,B+,3.3,3.05,3.05,2026-05-26
23332,23332,77.08,B+,3.3,3.11,3.11,2026-05-26
23333,23333,70.39,B,3.0,3.09,3.09,2026-05-26
23334,23334,61.24,C+,2.3,2.94,2.94,2026-05-26
23335,23335,51.73,D,1.0,1.0,2.7,2026-05-26
23336,23336,72.52,B,3.0,2.0,2.73,2026-05-26
23337,23337,62.68,C+,2.3,2.08,2.7,2026-05-26
23338,23338,45.25,D,1.0,1.78,2.54,2026-05-26
23339,23339,73.93,B,3.0,2.04,2.58,2026-05-26
23340,23340,56.1,C,2.0,2.03,2.52,2026-05-26
23341,23341,78.75,B+,3.3,2.21,2.58,2026-05-26
23342,23342,81.39,A-,3.7,3.7,2.65,2026-05-26
23343,23343,76.4,B+,3.3,3.5,2.69,2026-05-26
23344,23344,81.37,A-,3.7,3.57,2.75,2026-05-26
23345,23345,63.09,C+,2.3,3.25,2.73,2026-05-26
23346,23346,82.94,A-,3.7,3.34,2.78,2026-05-26
23347,23347,95.78,A,4.0,4.0,2.84,2026-05-26
23348,23348,72.15,B,3.0,3.43,2.85,2026-05-26
23349,23349,86.54,A,4.0,3.6,2.9,2026-05-26
23350,23350,90.32,A,4.0,3.69,2.95,2026-05-26
23351,23351,75.41,B+,3.3,3.62,2.96,2026-05-26
23352,23352,72.28,B,3.0,3.52,2.96,2026-05-26
23353,23353,78.91,B+,3.3,3.3,2.98,2026-05-26
23354,23354,66.26,B-,2.7,3.0,2.97,2026-05-26
23355,23355,77.44,B+,3.3,3.1,2.98,2026-05-26
23356,23356,73.89,B,3.0,3.07,2.98,2026-05-26
23357,23357,55.63,C,2.0,2.86,2.95,2026-05-26
23358,23358,62.53,C+,2.3,2.77,2.93,2026-05-26
23359,23359,97.17,A,4.0,4.0,2.96,2026-05-26
23360,23360,99.43,A,4.0,4.0,2.99,2026-05-26
23361,23361,76.43,B+,3.3,3.77,3.0,2026-05-26
23362,23362,83.96,A-,3.7,3.75,3.03,2026-05-26
23363,23363,68.15,B-,2.7,3.55,3.02,2026-05-26
23364,23364,86.02,A,4.0,4.0,3.04,2026-05-26
23365,23365,81.9,A-,3.7,3.85,3.06,2026-05-26
23366,23366,81.39,A-,3.7,3.79,3.08,2026-05-26
23367,23367,73.28,B,3.0,3.61,3.08,2026-05-26
23368,23368,94.79,A,4.0,3.68,3.1,2026-05-26
